Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;SearchTextSearch;ReplaceTextSearch;TextSize;Mean;Error;StdDev;Median;Gen0;Gen1;Gen2;Allocated
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace8_1;text5_000;"3,141.723 ns";5.4739 ns;4.5709 ns;"3,140.977 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace8_1;text10_000;465.791 ns;1.6738 ns;1.5657 ns;466.323 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace8_1;text10_000;"6,300.093 ns";7.4701 ns;6.2379 ns;"6,299.162 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace8_1;text50_000;"2,484.216 ns";7.2790 ns;6.8087 ns;"2,486.964 ns";0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace8_1;text50_000;"31,846.967 ns";30.7209 ns;25.6534 ns;"31,845.911 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text10;7.965 ns;0.0082 ns;0.0076 ns;7.965 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text10;44.826 ns;0.1129 ns;0.0943 ns;44.850 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text50;16.477 ns;0.0419 ns;0.0372 ns;16.485 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text50;80.109 ns;0.5234 ns;0.4896 ns;79.907 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text100;19.091 ns;0.0363 ns;0.0339 ns;19.093 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text100;108.582 ns;1.2532 ns;1.1722 ns;108.125 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text500;32.015 ns;0.0739 ns;0.0655 ns;32.037 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text500;364.183 ns;0.6802 ns;0.6362 ns;364.379 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text1_000;58.974 ns;0.1299 ns;0.1085 ns;58.952 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text1_000;632.840 ns;0.5097 ns;0.3980 ns;632.862 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text5_000;231.537 ns;0.4416 ns;0.3688 ns;231.633 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text5_000;"3,128.444 ns";9.4877 ns;8.4106 ns;"3,131.501 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text10_000;477.018 ns;0.6015 ns;0.5332 ns;477.091 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text10_000;"6,291.819 ns";2.8747 ns;2.6890 ns;"6,292.391 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text50_000;"2,510.915 ns";10.8285 ns;9.0422 ns;"2,509.776 ns";0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace13_1;text50_000;"31,861.823 ns";21.6362 ns;18.0672 ns;"31,857.141 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text10;7.984 ns;0.0083 ns;0.0078 ns;7.985 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text10;54.806 ns;0.3795 ns;0.2963 ns;54.800 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text50;15.828 ns;0.0346 ns;0.0323 ns;15.832 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text50;75.303 ns;0.1886 ns;0.1672 ns;75.348 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text100;18.131 ns;0.0165 ns;0.0138 ns;18.135 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text100;109.288 ns;0.2651 ns;0.2350 ns;109.341 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text500;31.982 ns;0.0370 ns;0.0309 ns;31.978 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text500;358.318 ns;0.7611 ns;0.7120 ns;358.517 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text1_000;57.391 ns;0.1061 ns;0.0886 ns;57.368 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text1_000;631.922 ns;2.8100 ns;2.3465 ns;632.671 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text5_000;232.894 ns;1.0945 ns;0.8545 ns;233.249 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text5_000;"3,132.693 ns";5.2436 ns;4.6483 ns;"3,134.209 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text10_000;476.712 ns;1.0076 ns;0.9425 ns;476.984 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text10_000;"6,311.583 ns";13.7587 ns;11.4892 ns;"6,314.343 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text50_000;"2,506.243 ns";7.1233 ns;6.6631 ns;"2,508.590 ns";0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace13_1;replace21_1;text50_000;"31,837.312 ns";49.4699 ns;41.3096 ns;"31,843.555 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text10;7.939 ns;0.0185 ns;0.0164 ns;7.943 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text10;49.329 ns;0.1103 ns;0.0978 ns;49.341 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text50;15.060 ns;0.0190 ns;0.0178 ns;15.060 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text50;59.888 ns;1.1673 ns;1.0919 ns;60.376 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text100;17.481 ns;0.0294 ns;0.0245 ns;17.489 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text100;79.974 ns;0.3695 ns;0.3456 ns;79.774 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text500;31.593 ns;0.0798 ns;0.0667 ns;31.607 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text500;211.555 ns;0.7611 ns;0.7119 ns;211.819 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text1_000;57.019 ns;0.0563 ns;0.0470 ns;57.021 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text1_000;372.119 ns;1.2239 ns;1.0850 ns;372.635 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text5_000;229.257 ns;0.7949 ns;0.7436 ns;229.561 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text5_000;"1,637.348 ns";2.1879 ns;1.9395 ns;"1,637.225 ns";0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text10_000;"1,642.501 ns";8.8599 ns;8.2875 ns;"1,644.213 ns";4.2362;0.0000;0.0000;19984 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text10_000;"5,207.298 ns";13.6102 ns;11.3651 ns;"5,207.082 ns";4.2343;0.0000;0.0000;19984 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text50_000;"33,860.332 ns";144.9820 ns;135.6162 ns;"33,925.873 ns";31.1890;31.1890;31.1890;99923 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace1_1;text50_000;"51,698.063 ns";196.6558 ns;174.3303 ns;"51,744.278 ns";31.1890;31.1890;31.1890;99933 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace2_1;text10;7.978 ns;0.0217 ns;0.0192 ns;7.983 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace2_1;text10;50.710 ns;0.0340 ns;0.0301 ns;50.712 ns;0.0000;0.0000;0.0000;0 B
StringReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace2_1;text50;15.062 ns;0.0224 ns;0.0210 ns;15.067 ns;0.0000;0.0000;0.0000;0 B
RegexrReplace;DefaultJob;False;Default;Default;Default;Default;Default;Default;111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;replace21_1;replace2_1;text50;60.220 ns;0.2839 ns;0.2370 ns;60.320 ns;0.0000;0.0000;0.0000;0 B
